entity_id,description,__last_seen,place,country_code,country_name,quality,__first_seen
worldpresidentsdb.a61d95736e4f239dcbabcc566c4c89963923f5bf,,2018-04-26 08:30:07.297565,"Santiago, Chile",,,,2018-04-12 07:35:36.988930
worldpresidentsdb.5c95b1bb5ff86716a5861126797924f2d24534b3,,2018-04-26 08:30:07.297593,"Nakhon Ratchasima, Thailand",,,,2018-04-12 07:35:37.303323
worldpresidentsdb.a46232b45fa35a29e7768a5c093f0cfc565905de,,2018-04-26 08:30:07.335738,"Csorna, Hungary",,,,2018-04-12 07:35:36.553330
worldpresidentsdb.ce556166c1ed2b44c7f90bb7ad120f62271c792b,,2018-04-26 08:30:07.501994,"La Plata, Buenos Aires",,,,2018-04-12 07:35:37.395261
worldpresidentsdb.616ac98ee42bb969c7af0cb1c1126b888600a7bb,,2018-04-26 08:30:07.614688,"Nagato, Yamaguchi",,,,2018-04-12 07:35:35.347470
worldpresidentsdb.fa667164990be161b373f0d0dbc32155b89584e7,,2018-04-26 08:30:07.706257,"Guayaquil, Ecuador",,,,2018-04-12 07:35:37.497577
worldpresidentsdb.964213ef3b92ff5416a6714de1dcacbb8d9922f1,,2018-04-26 08:30:07.867843,"Asuncion, Paraguay",,,,2018-04-12 07:35:36.827753
worldpresidentsdb.be84e835605b0a7fe3104e365187562ac848edf2,,2018-04-26 08:30:08.014954,"Graz, Styria",,,,2018-04-12 07:35:36.956041
worldpresidentsdb.f3d5dab6d5e9e3810afeaecb6795e218900ccd09,,2018-04-26 08:30:08.084596,"Istanbul, Turkey",,,,2018-04-12 07:35:37.189104
worldpresidentsdb.e2b25096b7db4c695fd9f1b4ddf0b7718a626675,,2018-04-26 08:30:08.152214,"Rostock, Germany",,,,2018-04-12 07:35:37.456282
worldpresidentsdb.85d30f65e49be629aaeb2e05f04681d1f149bb09,,2018-04-26 08:30:08.568920,"Logar, Afghanistan",,,,2018-04-12 07:35:36.963785
worldpresidentsdb.714044f22ae85011fd7f1b5b41785a3bfb76c4a0,,2018-04-26 08:30:08.793705,"Mithamain Upazila, Bangladesh",,,,2018-04-12 07:35:38.865058
worldpresidentsdb.2dde762540c741141fd2c33496b49eeb26c5ea07,,2018-04-26 08:30:11.288471,"Limerick, Ireland",,,,2018-04-12 07:35:37.805956
worldpresidentsdb.566ea45bbc9ec9b412af49e73a248ba4f65a499f,,2018-04-26 08:30:14.499323,"Lima, Peru",,,,2018-04-12 07:35:37.831414
worldpresidentsdb.db5b54bbb20fc1b0b9eb31dee40e8f255614ac9a,,2018-04-26 08:30:21.827256,"Agra, India",,,,2018-04-12 07:35:37.088749
worldpresidentsdb.1b2dfa8f1781ff6d555f9cb51b10a990f035753b,,2018-04-26 08:30:26.505607,"Sibiu, Romania",,,,2018-04-12 07:35:37.915014
worldpresidentsdb.ac1a7a4239a108182335c68b433adc9d66852bbe,,2018-04-26 08:30:32.966056,"Zagreb, Yugoslavia",,,,2018-04-12 07:35:40.079604
worldpresidentsdb.21949e4b71743cc2ffa8ae301d6872fbe4690339,,2018-04-26 08:30:36.918360,"Derapur, British India (now in Uttar Pradesh, India)",,,,2018-04-12 07:35:40.588052
worldpresidentsdb.97a2d5d98f407546ee225643ee6e16da096dd8e7,,2018-04-26 08:30:36.926668,"Amiens, France",,,,2018-04-12 07:35:38.248368
worldpresidentsdb.69b5b2d02d52c4475948c43ce1d4451cf80ee447,,2018-04-26 08:30:37.007808,"Merenschwand, Switzerland",,,,2018-04-12 07:35:38.206508
worldpresidentsdb.1ff427966e8b7502f6fdab5a75d57ebd830b6036,,2018-04-26 08:30:37.210187,"Poprad, Czechoslovakia",,,,2018-04-12 07:35:38.006501
worldpresidentsdb.379ac86d0dd6f4f1778450fd8781cc45be6fb63f,,2018-04-26 08:30:37.284927,"Caracas, Venezuela",,,,2018-04-12 07:35:38.172870
worldpresidentsdb.24e5ce53473b8d7d0e6ce10adffa2b723bae3859,,2018-04-26 08:30:37.285411,"Pyongyang, North Korea",,,,2018-04-12 07:35:38.297863
worldpresidentsdb.223cd387123bb90b54a5d02161ab3b3ffeeac615,,2018-04-26 08:30:37.293746,"Stockholm, Sweden",,,,2018-04-12 07:35:37.439097
worldpresidentsdb.720d90b175a427e09c2248536bb1a650aa4c7561,,2018-04-26 08:30:37.308898,"Oborniki Slaskie, Poland",,,,2018-04-12 07:35:37.698364
worldpresidentsdb.4f4b7e4bfdc0169923df46e1b18d140526ece936,,2018-04-26 08:30:38.551044,"Damongo, Ghana",,,,2018-04-12 07:35:38.982309
worldpresidentsdb.92866f94acd88b3d1be683578018c99665bcd7a8,,2018-04-26 08:30:44.373598,"Koya, Iraq",,,,2018-04-12 07:35:38.573411
worldpresidentsdb.d29870921e503d6efd4f204bd88582a2f986e8b1,,2018-04-26 08:30:47.983670,"Eastbourne, England",,,,2018-04-12 07:35:39.181721
worldpresidentsdb.a5acbabcd9f8cf68bc47a1e37a0d48f152c96a36,,2018-04-26 08:30:48.267061,"Bohechio, Dominican Republic",,,,2018-04-12 07:35:41.076157
worldpresidentsdb.e728d28df1ef00740e08bab374694535ac7da998,,2018-04-26 08:30:48.758782,"Namur, Belgium",,,,2018-04-12 07:35:53.227196
worldpresidentsdb.5b884019c30252dcfa7e209974534f73f1009357,,2018-04-26 08:30:49.400845,"Isallawi, Orinoca Canton",,,,2018-04-12 07:35:39.404379
worldpresidentsdb.58602da759ef6e1b5f0a16789b8034a4890b1525,,2018-04-26 08:30:50.059685,"Montevideo, Uruguay",,,,2018-04-12 07:35:39.937648
worldpresidentsdb.153c3e1b981f7d4d67e7baba148ac7a40488f4b5,,2018-04-26 08:30:50.450993,"Ioannina, Greece",,,,2018-04-12 07:35:40.691025
worldpresidentsdb.dfecf17b1a0500df6d557568f48d1853be778730,,2018-04-26 08:30:50.451002,"Bolhrad, Ukrainian SSR, Soviet Union",,,,2018-04-12 07:35:40.521105
worldpresidentsdb.4505ffaaf58336cc8d6beebb540ff30336d3f451,,2018-04-26 08:30:50.451022,"Guatemala City, Guatemala",,,,2018-04-12 07:35:42.934162
worldpresidentsdb.119284e464819dcdec0c56d9e2b8dedfd43111a1,,2018-04-26 08:30:50.484101,"La Libertad, Chontales",,,,2018-04-12 07:35:40.279628
worldpresidentsdb.94228f739725aa5f0a69cf0635924053437618b9,,2018-04-26 08:30:50.566570,"Kuala Lipis, Pahang, Malaya",,,,2018-04-12 07:35:42.925202
worldpresidentsdb.c3d24e3c98ca7831bc80df16ce2300e8248611cd,,2018-04-26 08:30:50.576008,"The Hague, Netherlands",,,,2018-04-12 07:35:41.448956
worldpresidentsdb.10728e70b6283e1267c3a44e6664b740b5085cde,,2018-04-26 08:30:50.576012,"Bergen, Norway",,,,2018-04-12 07:35:41.346390
worldpresidentsdb.fa94590b3d89ecb43fa1a2f31de0eb450e243609,,2018-04-26 08:30:50.576273,"Atlacomulco, Mexico",,,,2018-04-12 07:35:42.807382
worldpresidentsdb.b79e9e51d524aa029faa6e4d94b78085cc2a53be,,2018-04-26 08:30:50.584540,"Sorkheh, Iran",,,,2018-04-12 07:35:41.407485
worldpresidentsdb.47b4c2c5903993642b02c1c51f8c2dde4c857a34,,2018-04-26 08:30:50.616563,"Naples, Italy",,,,2018-04-12 07:35:39.837722
worldpresidentsdb.351f093d33e3d2836a10b656d13f6eb960156b98,,2018-04-26 08:30:50.701232,"Surakarta, Indonesia",,,,2018-04-12 07:35:44.066983
worldpresidentsdb.71d3fe7cc11e00dd1a8f2c628f0b4b06472e09af,,2018-04-26 08:30:50.701236,"Duc Hoa, French Indochina",,,,2018-04-12 07:35:43.856930
worldpresidentsdb.7d5c55db8ae2503879b4089e29a83a687762fe6e,,2018-04-26 08:30:50.709588,"Belo Horizonte, Minas Gerais",,,,2018-04-12 07:35:41.040767
worldpresidentsdb.8301c0a894ec20bc805ad99edca99fedee155ea8,,2018-04-26 08:30:50.701385,"Tel Aviv, Israel",,,,2018-04-12 07:35:40.488280
worldpresidentsdb.1bbb2fb29802607763704f3e01005183014cefab,,2018-04-26 08:30:50.849962,"Queens, New York",,,,2018-04-12 07:35:41.538082
worldpresidentsdb.8b74a417e8c6d3c72b537f1e75668b0c72587a01,,2018-04-26 08:30:50.576032,"San Jose, Costa Rica",,,,2018-04-12 07:35:41.522011
worldpresidentsdb.76204c987d60649c54080c6f28e387f828b7773b,,2018-04-26 08:30:50.576067,Bogota,,,,2018-04-12 07:35:41.163029
worldpresidentsdb.5168faded9e1dfaf90a18a637043cc1293ff9984,,2018-04-26 08:30:50.876304,"Inkandla, South Africa",,,,2018-04-12 07:35:42.249332
worldpresidentsdb.434f6bbe007a330a62b8a26f0680e1146d8b1bee,,2018-04-26 08:30:50.717538,"Kolin, Czech Republic",,,,2018-04-12 07:35:41.807397
worldpresidentsdb.39c2e5df47e3e922900151d1f096d19be355ab28,,2018-04-26 08:30:50.617545,"Rodovre, Denmark",,,,2018-04-12 07:35:43.248749
worldpresidentsdb.7afd0e80b29c8dbe75b716ac9d991fa5c8fa7541,,2018-04-26 08:30:50.709621,"Panama City, Panama",,,,2018-04-12 07:35:41.696335
